glamupe_id,glamupe_name,glamupe_ingredients,glamupe_photo_url,glamupe_category_id
32,"Thin Lizzy Mineral Foundation","Mica, Magnesium Myristate, Dimethicone, Zinc Oxide, Triethoxycaprylylsilane, Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Zinc Oxide, Titanium Dioxide, Mica, Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Dimethicone, Magnesium Myristate",https://incidecoder-content.storage.googleapis.com/58f062e9-24ad-48bd-adfc-0a04ced9a67c/products/thin-lizzy-mineral-foundation/thin-lizzy-mineral-foundation_front_photo_original.jpeg,1
33,"Tarte Water Foundation","Water, Glycerin, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Nylon-12, Dipropylene Glycol, Caprylic/​Capric Triglyceride, Alcohol Denat, Cyclohexasiloxane, Butylene Glycol, Aluminum Starch Octenylsuccinate, Cetyl PEG/​PPG-10/​1 Dimethicone, Magnesium Sulfate, PEG-9 Polydimethylsiloxyethyl Dimethicone, Alumina, Silica, Sorbitan Isostearate, Stearalkonium Hectorite, Polyglyceryl-4 Isostearate, Hexyl Laurate, Stearic Acid, Aluminum Hydroxide, Triethoxycaprylylsilane, Propylene Carbonate, Caprylyl Glycol, Dimethicone, Phenoxyethanol, Tocopheryl Acetate, 1,2-Hexanediol, Cocos Nucifera (Coconut) Oil, (Algae Extract) Sargassum Pacificum Thallus Extract, Gardenia Taitensis Flower Extract, Tocopherol, Iron Oxides, Tocopheryl Acetate, Tocopherol, Glycerin, Alumina, Alcohol Denat, Iron Oxides, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Caprylic/​Capric Triglyceride, Cyclohexasiloxane, Hexyl Laurate, Stearic Acid, Aluminum Hydroxide, Caprylyl Glycol, Dimethicone, Cocos Nucifera (Coconut) Oil, Cetyl PEG/​PPG-10/​1 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Sorbitan Isostearate, Polyglyceryl-4 Isostearate, Glycerin, Butylene Glycol, Aluminum Hydroxide, Caprylyl Glycol, Cocos Nucifera (Coconut) Oil, Phenoxyethanol, Water, Isododecane, Cyclopentasiloxane, Dipropylene Glycol, Alcohol Denat, Cyclohexasiloxane, Butylene Glycol, Propylene Carbonate, 1,2-Hexanediol, Cetyl PEG/​PPG-10/​1 Dimethicone, Nylon-12, Alcohol Denat, Aluminum Starch Octenylsuccinate, Magnesium Sulfate, Alumina, Silica, Stearalkonium Hectorite, Stearic Acid, Aluminum Hydroxide, Propylene Carbonate",https://incidecoder-content.storage.googleapis.com/5db50242-d37f-40b3-85d0-36a7c2310412/products/tarte-water-foundation/tarte-water-foundation_front_photo_original.jpeg,1
34,"Marcelle Flawless Foundation","Talc, Sodium PCA, Methyl Methacrylate Crosspolymer, Cera Alba/​Beeswax/​Cire D'Abeille, Sodium Chloride, Bis-PEG/​PPG-14/​14 Dimethicone, Disteardimonium Hectorite, Phenoxyethanol, Propylene Glycol, Trihydroxystearin, Diazolidinyl Urea, Isopropyl Titanium Triisostearate, Propylene Carbonate, Tocopheryl Acetate, Ascorbyl Palmitate, Retinyl Palmitate, Aloe Barbadensis Leaf Juice, Butylene Glycol, Iodopropynyl Butylcarbamate, Camellia Oleifera Leaf Extract, Chamomilla Recutita (Matricaria) Flower/​Leaf Extract, Titanium Dioxide, Iron Oxides, Mica, Tocopheryl Acetate, Camellia Oleifera Leaf Extract, Retinyl Palmitate, Sodium PCA, Aloe Barbadensis Leaf Juice, Camellia Oleifera Leaf Extract, Titanium Dioxide, Talc, Chamomilla Recutita (Matricaria) Flower/​Leaf Extract, Ascorbyl Palmitate, Titanium Dioxide, Iron Oxides, Mica, Cera Alba/​Beeswax/​Cire D'Abeille, Bis-PEG/​PPG-14/​14 Dimethicone, Isopropyl Titanium Triisostearate, Cera Alba/​Beeswax/​Cire D'Abeille, Bis-PEG/​PPG-14/​14 Dimethicone, Isopropyl Titanium Triisostearate, Sodium PCA, Propylene Glycol, Aloe Barbadensis Leaf Juice, Butylene Glycol, Cera Alba/​Beeswax/​Cire D'Abeille, Phenoxyethanol, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Propylene Glycol, Propylene Carbonate, Butylene Glycol, Bis-PEG/​PPG-14/​14 Dimethicone, Cera Alba/​Beeswax/​Cire D'Abeille, Sodium Chloride, Disteardimonium Hectorite, Trihydroxystearin, Propylene Carbonate",https://incidecoder-content.storage.googleapis.com/487aeb44-b328-44fb-98fc-ba3925be74b4/products/marcelle-flawless-foundation/marcelle-flawless-foundation_front_photo_original.jpeg,1
35,"Charlotte Tilbury Magic Foundation","Aqua/​Water/​Eau, Cyclopentasiloxane, Cyclohexasiloxane, Talc, Cetyl PEG/​PPG-10/​1 Dimethicone, Titanium Dioxide (Nano), Glycerin, Nylon-12, Hdi/​Trimethylol Hexyllactone Crosspolymer, Zinc Oxide, Acrylates/​Dimethicone Copolymer, Phenoxyethanol, Benzyl Alcohol, Sodium Chloride, Magnesium Sulfate, Hydrogen Dimethicone, Sodium Dehydroacetate, Alumina, Disteardimonium Hectorite, Dehydroacetic Acid, Potassium Sorbate, Benzoic Acid, Dimethicone, Tetrasodium EDTA, Tocopheryl Acetate, Aluminum Hydroxide, Triethoxycaprylylsilane, Ascorbyl Tetraisopalmitate, Propylene Carbonate, Sodium Hyaluronate, Butylene Glycol, Silica, Ethylhexylglycerin, Fomes Officinalis (Mushroom) Extract, PEG-40 Hydrogenated Castor Oil, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Ascorbyl Tetraisopalmitate, Glycerin, Sodium Hyaluronate, Titanium Dioxide (Nano), Zinc Oxide, Talc, Alumina, Tetrasodium EDTA, Titanium Dioxide (Nano), Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Cyclopentasiloxane, Cyclohexasiloxane, Dimethicone, Aluminum Hydroxide, Cetyl PEG/​PPG-10/​1 Dimethicone, PEG-40 Hydrogenated Castor Oil, Glycerin, Aluminum Hydroxide, Sodium Hyaluronate, Butylene Glycol, Benzyl Alcohol, Phenoxyethanol, Benzyl Alcohol, Sodium Dehydroacetate, Dehydroacetic Acid, Potassium Sorbate, Benzoic Acid, Ethylhexylglycerin, Aqua/​Water/​Eau, Cyclopentasiloxane, Cyclohexasiloxane, Benzyl Alcohol, Propylene Carbonate, Butylene Glycol, Cetyl PEG/​PPG-10/​1 Dimethicone, PEG-40 Hydrogenated Castor Oil, Nylon-12, Benzyl Alcohol, Sodium Chloride, Magnesium Sulfate, Alumina, Disteardimonium Hectorite, Aluminum Hydroxide, Propylene Carbonate, Silica",https://incidecoder-content.storage.googleapis.com/573cf866-4a99-480e-ae18-0ace5da12503/products/charlotte-tilbury-magic-foundation/charlotte-tilbury-magic-foundation_front_photo_original.jpeg,1
36,"Natio Flawless Foundation","Aqua (Water), Propylene Glycol, Caprylic/​Capric Triglyceride, Ethylhexyl Methoxycinnamate, Glyceryl Stearate, Stearic Acid, Cyclopentasiloxane, Methylpropanediol, Cyclohexasiloxane, Triethanolamine, Aluminum Starch Octenylsuccinate, Magnesium Aluminum Silicate, Phenoxyethanol, Lecithin, Caprylyl Glycol, Cellulose Gum, Polysorbate 20, Propylene Glycol Stearate, Tocopheryl Acetate, Rosehip (Rosa Canina) Seed Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Sorbitan Laurate, Phenylpropanol, Propylene Glycol Laurate, Citrus Aurantium Dulcis (Sweet Orange) Peel Oil, Cananga Odorata (Ylang Ylang) Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Benzyl Alcohol, Benzyl Salicylate, Geraniol, Hydroxycitronellal, Limonene, Linalool, Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxide), Ci 77492 (Iron Oxide), Ci 77499 (Iron Oxide), Ci 77019 (Mica), Ci 77861 (Tin Oxide), Tocopheryl Acetate, Ethylhexyl Methoxycinnamate, Ci 77861 (Tin Oxide), Lavandula Angustifolia (Lavender) Oil, Triethanolamine, Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxide), Ci 77492 (Iron Oxide), Ci 77499 (Iron Oxide), Ci 77019 (Mica), Ci 77861 (Tin Oxide), Caprylic/​Capric Triglyceride, Glyceryl Stearate, Stearic Acid, Cyclopentasiloxane, Cyclohexasiloxane, Lecithin, Caprylyl Glycol, Rosehip (Rosa Canina) Seed Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Stearate, Lecithin, Polysorbate 20, Sorbitan Laurate, Propylene Glycol, Caprylyl Glycol, Rosehip (Rosa Canina) Seed Extract, Phenylpropanol, Citrus Aurantium Dulcis (Sweet Orange) Peel Oil, Cananga Odorata (Ylang Ylang) Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Benzyl Alcohol, Benzyl Salicylate, Geraniol, Hydroxycitronellal, Limonene, Linalool, Phenoxyethanol, Benzyl Alcohol, Aqua (Water), Propylene Glycol, Cyclopentasiloxane, Methylpropanediol, Cyclohexasiloxane, Phenylpropanol, Benzyl Alcohol, Limonene, Polysorbate 20, Propylene Glycol Stearate, Propylene Glycol Laurate, Stearic Acid, Aluminum Starch Octenylsuccinate, Magnesium Aluminum Silicate, Cellulose Gum, Benzyl Alcohol, Ci 77861 (Tin Oxide)",https://incidecoder-content.storage.googleapis.com/28d695b6-70a7-4f90-99ae-6213335f550c/products/natio-flawless-foundation/natio-flawless-foundation_front_photo_original.jpeg,1
37,"Stellar Limitless Foundation","Water, Cyclopentasiloxane, Glycerin, Phenyl Trimethicone, Dimethicone, Trimethylsiloxysilicate, Polymethyl Methacrylate, Cetyl PEG/​PPG-10/​1 Dimethicone, Disteardimonium Hectorite, Isododecane, PEG/​PPG-18/​18 Dimethicone, Butylene Glycol, Sodium Chloride, PEG-10 Dimethicone, Phenoxyethanol, Polysilicone-11, Sorbitan Sesquioleate, Tribehenin, Propylene Carbonate, Triethoxycaprylylsilane, Disodium EDTA, Iron Oxides (Ci 71491, Ci 71492, Ci 71499), Titanium Dioxide (Ci 77891), Glycerin, Disodium EDTA, Iron Oxides (Ci 71491, Ci 71492, Ci 71499), Titanium Dioxide (Ci 77891), Cyclopentasiloxane, Phenyl Trimethicone, Dimethicone, Trimethylsiloxysilicate, Isododecane, Tribehenin, Cetyl PEG/​PPG-10/​1 Dimethicone, PEG/​PPG-18/​18 Dimethicone, PEG-10 Dimethicone, Sorbitan Sesquioleate, Glycerin, Butylene Glycol, Phenoxyethanol, Water, Cyclopentasiloxane, Isododecane, Butylene Glycol, Propylene Carbonate, Cetyl PEG/​PPG-10/​1 Dimethicone, Disteardimonium Hectorite, Sodium Chloride, Propylene Carbonate",https://incidecoder-content.storage.googleapis.com/66ae4db3-3398-452d-8758-2d510f3c1ca7/products/stellar-limitless-foundation/stellar-limitless-foundation_front_photo_original.jpeg,1
38,"Graftobian Hd Foundation","Caprylic/​Capric Triglyceride, Octyl Palmitate (Ethylhexyl), Copernicia Cerifera Wax (Camauba), Petrolatum, Lanolin Oil, Bees Wax, Ozokerite Wax, Acetylated Lanolin Alcohol, Ptfe, BHA, Silica, Phenoxyethanol, Isopropylparaben, Isobutylparaben, Butylparaben, Titanium Dioxide, Iron Oxides, Talc, Ultramarines, Titanium Dioxide, Talc, Isobutylparaben, BHA, Titanium Dioxide, Iron Oxides, Ultramarines, Caprylic/​Capric Triglyceride, Octyl Palmitate (Ethylhexyl), Copernicia Cerifera Wax (Camauba), Petrolatum, Lanolin Oil, Bees Wax, Acetylated Lanolin Alcohol, Bees Wax, Acetylated Lanolin Alcohol, Bees Wax, BHA, Phenoxyethanol, Isopropylparaben, Isobutylparaben, Butylparaben, Bees Wax, Ozokerite Wax, Silica",https://incidecoder-content.storage.googleapis.com/3230babb-d9fc-42ab-86b4-5501caaab7bb/products/graftobian-hd-foundation/graftobian-hd-foundation_front_photo_original.jpeg,1
39,"Anastasia Beverly Hills Luminous Foundation","Water/​Aqua/​Eau, Cyclopentasiloxane, Isododecane, Caprylyl Methicone, C12-15 Alkyl Benzoate, Ethylhexyl Palmitate, Polyglyceryl-4 Isostearate, Hexyl Laurate, Cetyl PEG/​PPG-10/​1 Dimethicone, Glycerin, Trimethylsiloxysilicate, Butylene Glycol, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Sodium Chloride, Laminaria Ochroleuca Extract, Alanine, Arginine, Glycine, Isoleucine, Histidine, Phenylalanine, Proline, Threonine, Serine, Aspartic Acid, Valine, Sodium PCA, Panthenol, Tocopheryl Acetate, Allantoin, Sodium Lactate, Pca, Ethylhexylglycerin, Caprylic/​Capric Triglyceride, Simethicone, Tetrasodium EDTA, Triethoxycaprylylsilane, Zinc Stearate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Stearalkonium Hectorite, Propylene Carbonate, Phenoxyethanol, Chromium Oxide Greens (Ci 77288), Ultramarines (Ci 77007), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Tocopheryl Acetate, Glycerin, Alanine, Arginine, Glycine, Isoleucine, Histidine, Phenylalanine, Proline, Threonine, Serine, Aspartic Acid, Valine, Sodium PCA, Pca, Panthenol, Allantoin, C12-15 Alkyl Benzoate, Sodium Lactate, Tetrasodium EDTA, Zinc Stearate, Chromium Oxide Greens (Ci 77288), Ultramarines (Ci 77007), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Cyclopentasiloxane, Isododecane, Caprylyl Methicone, C12-15 Alkyl Benzoate, Ethylhexyl Palmitate, Hexyl Laurate, Trimethylsiloxysilicate, Caprylic/​Capric Triglyceride, Simethicone, Polyglyceryl-4 Isostearate, Cetyl PEG/​PPG-10/​1 Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Glycerin, Butylene Glycol, Histidine, Sodium PCA, Panthenol, Sodium Lactate, Pca, Ethylhexylglycerin, Phenoxyethanol, Water/​Aqua/​Eau, Cyclopentasiloxane, Isododecane, Butylene Glycol, Propylene Carbonate, Cetyl PEG/​PPG-10/​1 Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Sodium Chloride, Zinc Stearate, Stearalkonium Hectorite, Propylene Carbonate",https://incidecoder-content.storage.googleapis.com/24bf4b2a-d169-4ba6-a88b-d0db38761fc7/products/anastasia-beverly-hills-luminous-foundation/anastasia-beverly-hills-luminous-foundation_front_photo_original.jpeg,1
40,"Wander Beauty Powder Foundation","Mica, Titanium Dioxide, Silica, Boron Nitride, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Dimethicone, Nylon-12, Triethoxycaprylylsilane, Caprylyl Glycol, Dimethicone/​Vinyl Dimethicone Crosspolymer, 1,2-Hexanediol, Phenyl Trimethicone, Ethylhexylglycerin, Allantoin, Water, Jojoba Esters, Tocopheryl Acetate, Butylene Glycol, Hibiscus Sabdariffa Flower Extract, Aloe Barbadensis Leaf Extract, Carthamus Tinctorius (Safflower) Flower Extract, Chrysanthellum Indicum Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Nelumbo Nucifera Flower Extract, Phenoxyethanol, Sodium Hyaluronate, Iron Oxides (Ci 77492),Iron Oxides (Ci 77491),Iron Oxides (Ci 77499), Tocopheryl Acetate, Sodium Hyaluronate, Allantoin, Jojoba Esters, Aloe Barbadensis Leaf Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Titanium Dioxide, Lonicera Japonica (Honeysuckle) Flower Extract, Mica, Titanium Dioxide, Iron Oxides (Ci 77492),Iron Oxides (Ci 77491),Iron Oxides (Ci 77499), Dimethicone, Caprylyl Glycol, Phenyl Trimethicone, Jojoba Esters, Aloe Barbadensis Leaf Extract, Caprylyl Glycol, Jojoba Esters, Butylene Glycol, Aloe Barbadensis Leaf Extract, Sodium Hyaluronate, Ethylhexylglycerin, Phenoxyethanol, 1,2-Hexanediol, Water, Butylene Glycol, Silica, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Nylon-12, Dimethicone/​Vinyl Dimethicone Crosspolymer",https://incidecoder-content.storage.googleapis.com/32a42e20-5dac-4cc6-a1ad-65bdaec15744/products/wander-beauty-wander-beauty-powder-foundation/wander-beauty-wander-beauty-powder-foundation_front_photo_original.jpeg,1
41,"Ciate Extraordinary Foundation","Water (Aqua), Dimethicone, Isohexadecane, Isononyl Isononanoate, Mica, Caprylyl Dimethicone Ethoxy Glucoside, Dimethicone Crosspolymer, Sorbitan Isostearate, Squalene, Zinc Stearate, Butylene Glycol, Glycerin, Aluminum/​Magnesium Hydroxide Stearate, Phenoxyethanol, Sodium Chloride, Hexylene Glycol, Sodium Dehydroacetate, Potassium Sorbate, Fructose, Bambusa Arundinacea Stem Powder, Dextrin, Urea, Aspartic Acid, Tocopheryl Acetate, Glucose, Sodium Hyaluronate, Sucrose, Alanine, Glutamic Acid, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77499, Ci 77492), Ultramarines (Ci 77007), Carmine (Ci 75470), Manganese Violet (Ci 77742), Ferric Ferrocyanide (Ci 77510), Bismuth Oxychloride (Ci 77163), Squalene, Tocopheryl Acetate, Squalene, Glycerin, Urea, Aspartic Acid, Sodium Hyaluronate, Alanine, Sucrose, Bambusa Arundinacea Stem Powder, Mica, Zinc Stearate, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77499, Ci 77492), Ultramarines (Ci 77007), Carmine (Ci 75470), Manganese Violet (Ci 77742), Ferric Ferrocyanide (Ci 77510), Bismuth Oxychloride (Ci 77163), Dimethicone, Isohexadecane, Isononyl Isononanoate, Squalene, Caprylyl Dimethicone Ethoxy Glucoside, Sorbitan Isostearate, Hexylene Glycol, Butylene Glycol, Glycerin, Fructose, Dextrin, Urea, Glucose, Sodium Hyaluronate, Sucrose, Glutamic Acid, Hexylene Glycol, Phenoxyethanol, Sodium Dehydroacetate, Potassium Sorbate, Water (Aqua), Isohexadecane, Butylene Glycol, Hexylene Glycol, Caprylyl Dimethicone Ethoxy Glucoside, Hexylene Glycol, Dimethicone Crosspolymer, Zinc Stearate, Aluminum/​Magnesium Hydroxide Stearate, Sodium Chloride, Dextrin",https://incidecoder-content.storage.googleapis.com/496031b2-4c6e-49fd-b594-5b8f816b246f/products/ciate-extraordinary-foundation/ciate-extraordinary-foundation_front_photo_original.jpeg,1
42,"Ruby Rose Matte Foundation","Aqua, Cyclomethicone, Titanium Dioxide, Isononyl Isononanoate, Propylene Glycol, Silica, Methicone, Polyglyceryl-2 Diisostearate, Squalane, Microcrystalline Wax, Magnesium Stearate, Polyglyceryl-2 Isostearate, Hydrated Silica, Magnesium Sulfate Heptahydrate, PEG-30 Dipolyhydroxystearate, Perfume, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Ci 77891, Ci 77492, Ci 77491, Ci 77499, Squalane, Titanium Dioxide, Hydrated Silica, Titanium Dioxide, Magnesium Stearate, Ci 77891, Ci 77492, Ci 77491, Ci 77499, Cyclomethicone, Isononyl Isononanoate, Methicone, Squalane, Caprylyl Glycol, Polyglyceryl-2 Diisostearate, Polyglyceryl-2 Isostearate, PEG-30 Dipolyhydroxystearate, Propylene Glycol, Magnesium Stearate, Caprylyl Glycol, Perfume, Phenoxyethanol, Ethylhexylglycerin, Aqua, Propylene Glycol, Silica, Microcrystalline Wax, Hydrated Silica, Magnesium Sulfate Heptahydrate",https://incidecoder-content.storage.googleapis.com/78f0fa84-49b6-45c2-9ede-a32d7a0b4d4a/products/ruby-rose-matte-foundation/ruby-rose-matte-foundation_front_photo_original.jpeg,1
43,"Antonym Baked Foundation","Talc, Mica, Lauroyl Lysine, Zea Mays Starch*, Squalane, Octyldodecanol, Hectorite, Aqua (Water), Polyglyceryl-3 Diisostearate, Benzyl Alcohol, Dehydroacetic Acid, Sorbic Acid, Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Ci 77499 (Iron Oxides), Ci 77891 (Titanium Dioxide), Squalane, Talc, Zea Mays Starch*, Mica, Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Ci 77499 (Iron Oxides), Ci 77891 (Titanium Dioxide), Squalane, Octyldodecanol, Polyglyceryl-3 Diisostearate, Octyldodecanol, Benzyl Alcohol, Benzyl Alcohol, Dehydroacetic Acid, Sorbic Acid, Aqua (Water), Benzyl Alcohol, Lauroyl Lysine, Zea Mays Starch*, Hectorite, Benzyl Alcohol",https://incidecoder-content.storage.googleapis.com/acf1596a-3e1b-4c39-890d-983995850ae4/products/antonym-baked-foundation/antonym-baked-foundation_front_photo_original.jpeg,1
44,"Hylamide Photography Foundation","Aqua (Water), Trimethylsiloxysilicate, Titanium Dioxide, Hexamethyldisiloxane, Cetearyl Isononanoate, Mica, Propanediol, Glycerin, Ceteareth-20, Cetearyl Alcohol, Caramel, Cyclopentasiloxane, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Pentylene Glycol, Sodium Hyaluronate, Polypodium Vulgare Rhizome Extract, Cetraria Islandica Thallus Extract, Sphagnum Magellanicum Extract, Fructose, Allantoin, Glucose, Maltose, Trehalose, Urea, Citric Acid, Sodium Lactate, Sodium PCA, Methyl Methacrylate/​PEG/​PPG-4/​3 Methacrylate Crosspolymer, Adipic Acid/​Neopentyl Glycol Crosspolymer, Dimethicone, Dimethicone/​Vinyl Dimethicone Crosspolymer, VP/​VA Copolymer, Hydroxypropyl Methylcellulose, Ceteareth-12, Glyceryl Stearate, Sorbitan Isostearate, Cetyl Palmitate, Acacia Senegal Gum, Xanthan Gum¸, Isohexadecane, Polysorbate 60, Amodimethicone¸, Sodium Chloride, Sodium Hydroxide, Tin Oxide, Red Iron Oxide (Ci 77491), Synthetic Fluorphlogopite, Benzoic Acid, Phenoxyethanol, Chlorphenesin, Caprylyl Glycol, Polypodium Vulgare Rhizome Extract, Glycerin, Sodium Hyaluronate, Urea, Sodium PCA, Allantoin, Titanium Dioxide, Tin Oxide, Chlorphenesin, Citric Acid, Sodium Lactate, Sodium Hydroxide, Titanium Dioxide, Mica, Caramel, Tin Oxide, Red Iron Oxide (Ci 77491), Trimethylsiloxysilicate, Cetearyl Isononanoate, Cetearyl Alcohol, Cyclopentasiloxane, Dimethicone, Glyceryl Stearate, Cetyl Palmitate, Isohexadecane, Amodimethicone¸, Caprylyl Glycol, Ceteareth-20, Cetearyl Alcohol, Ceteareth-12, Glyceryl Stearate, Sorbitan Isostearate, Polysorbate 60, Propanediol, Glycerin, Pentylene Glycol, Sodium Hyaluronate, Polypodium Vulgare Rhizome Extract, Cetraria Islandica Thallus Extract, Fructose, Glucose, Maltose, Trehalose, Urea, Sodium Lactate, Sodium PCA, Caprylyl Glycol, Benzoic Acid, Phenoxyethanol, Chlorphenesin, Aqua (Water), Propanediol, Cyclopentasiloxane, Pentylene Glycol, Isohexadecane, Ceteareth-20, Cetearyl Alcohol, Hydroxypropyl Methylcellulose, Ceteareth-12, Polysorbate 60, Cetearyl Alcohol, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Adipic Acid/​Neopentyl Glycol Crosspolymer, Dimethicone/​Vinyl Dimethicone Crosspolymer, Hydroxypropyl Methylcellulose, Xanthan Gum¸, Sodium Chloride, Tin Oxide, Synthetic Fluorphlogopite",https://incidecoder-content.storage.googleapis.com/39444903-8179-48a5-8a6c-0fc38ab0a1f8/products/hylamide-photography-foundation/hylamide-photography-foundation_front_photo_original.jpeg,1
45,"Oribe Foundation Mist","Aqua/​Water/​Eau, Guar Hydroxypropyltrimonium Chloride, Xylitol, Cetrimonium Chloride, PPG-1-PEG-9 Lauryl Glycol Ether, PEG-12 Dimethicone, Glycerin, Lavandula Angustifolia (Lavender) Flower Extract, Geranium Maculatum (Cranesbill) Extract, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Hydrolyzed Wheat Starch, Polyquaternium-44, Phenethyl Alcohol, Panthenol, Benzophenone-4, Amodimethicone, Cyclopentasiloxane, PPG-2 Methyl Ether, Trideceth-12, Styrene/​Vp Copolymer, Phenoxyethanol, Methylisothiazolinone, Parfum/​Fragrance, Benzyl Benzoate, Hexyl Cinnamal, Limonene, Linalool, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycerin, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Panthenol, Benzophenone-4, Cetrimonium Chloride, Benzyl Benzoate, Amodimethicone, Cyclopentasiloxane, Cetrimonium Chloride, PPG-1-PEG-9 Lauryl Glycol Ether, Trideceth-12, Xylitol, Glycerin, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Panthenol, PPG-2 Methyl Ether, Parfum/​Fragrance, Benzyl Benzoate, Hexyl Cinnamal, Limonene, Linalool, Cetrimonium Chloride, Phenoxyethanol, Methylisothiazolinone, Aqua/​Water/​Eau, Cyclopentasiloxane, PPG-2 Methyl Ether, Benzyl Benzoate, Limonene, Cetrimonium Chloride, PPG-1-PEG-9 Lauryl Glycol Ether, Lavandula Angustifolia (Lavender) Flower Extract, Trideceth-12, Guar Hydroxypropyltrimonium Chloride, Hydrolyzed Wheat Starch",https://incidecoder-content.storage.googleapis.com/f63e276a-a522-48d8-affb-7c4b6a21c136/products/oribe-foundation-mist/oribe-foundation-mist_front_photo_original.jpeg,1
46,"Lily Lolo Cream Foundation","Caprylic/​Capric Triglyceride, Copernicia Cerifera (Carnauba) Cera, Kaolin, Simmondsia Chinensis (Jojoba) Seed Oil, Mica, Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Boron Nitride, Argania Spinosa (Argan) Kernel Oil, Tocopherol, Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Vitis Vinifera (Grape) Seed Oil, Argania Spinosa (Argan) Kernel Oil, Tocopherol, Kaolin, Kaolin, Mica, Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Caprylic/​Capric Triglyceride, Copernicia Cerifera (Carnauba) Cera, Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Argania Spinosa (Argan) Kernel Oil",https://incidecoder-content.storage.googleapis.com/16b02283-f650-4882-b98a-dca848f221ea/products/lily-lolo-cream-foundation/lily-lolo-cream-foundation_front_photo_original.jpeg,1
